id,title,type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm70807,I Am Legend,MOVIE,2007,101,"scifi, thriller, action, drama",US,7.2,745093.0,69.139,7.192
ts19036,The Fairly OddParents,SHOW,2001,23,"comedy, scifi, animation, family, fantasy","CA, US",7.2,38046.0,67.192,7.7
tm93055,Grown Ups,MOVIE,2010,102,"comedy, drama, european",US,5.9,249934.0,98.37,6.333
tm85811,The Girl Next Door,MOVIE,2004,110,"comedy, romance, drama",US,6.7,223380.0,37.315,6.7
ts22456,Ned's Declassified School Survival Guide,SHOW,2004,25,"family, comedy",US,7.4,17864.0,33.115,8.6
tm131038,Public Enemies,MOVIE,2009,140,"action, crime, drama, history, european","US, JP",7.0,300773.0,85.039,6.7
tm58382,Not Another Teen Movie,MOVIE,2001,89,comedy,US,5.7,105352.0,36.438,5.8
tm35463,Blow,MOVIE,2001,124,"crime, drama",US,7.5,258431.0,24.348,7.4
tm30603,Hancock,MOVIE,2008,92,"fantasy, action, crime, drama",US,6.4,476593.0,121.985,6.33
ts22018,iCarly,SHOW,2007,26,"comedy, family, romance",US,6.7,38877.0,100.996,8.0
tm20959,The Pursuit of Happyness,MOVIE,2006,117,"drama, european",US,8.0,501457.0,47.893,7.9
tm136308,Monster,MOVIE,2003,110,"crime, drama, thriller, european",US,7.3,150339.0,16.309,7.2
tm29737,Rambo,MOVIE,2008,92,"action, thriller, war, european","DE, US",7.0,230333.0,72.224,6.6
tm148270,Something's Gotta Give,MOVIE,2003,128,"drama, comedy, romance",US,6.7,121364.0,14.619,6.6
tm89036,Harold & Kumar Go to White Castle,MOVIE,2004,83,comedy,US,7.0,194695.0,15.026,6.5
tm46436,Thir13en Ghosts,MOVIE,2001,91,"horror, thriller, fantasy","CA, US",5.6,87083.0,50.592,6.2
ts21197,Merlin,SHOW,2008,44,"action, drama, scifi, fantasy, european",GB,7.9,80927.0,74.931,7.9
ts21544,Transformers: Prime,SHOW,2010,22,"action, animation, comedy, drama, family, scifi",US,7.9,6636.0,28.925,8.0
tm150260,Cloudy with a Chance of Meatballs,MOVIE,2009,90,"animation, comedy, family, fantasy, scifi, romance, drama",US,6.9,229274.0,58.945,6.6
ts31263,The Mole,SHOW,2001,47,reality,"BE, US",7.6,1155.0,2.189,7.8
ts30313,Offspring,SHOW,2010,44,"drama, comedy",AU,8.3,4880.0,10.243,7.0
tm79895,Halloween,MOVIE,2007,109,horror,US,6.0,119606.0,38.491,6.2
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,2006,24,"scifi, action, animation, drama, war, thriller",JP,8.7,62367.0,35.011,8.493
tm116324,Jackass: The Movie,MOVIE,2002,88,"comedy, documentation, action",US,6.6,94423.0,25.23,6.3
tm39828,Semi-Pro,MOVIE,2008,94,"comedy, sport, european",US,5.8,82159.0,12.789,5.6
tm23935,The Lake House,MOVIE,2006,99,"drama, thriller, fantasy, romance, documentation",US,6.8,149070.0,16.31,7.0
tm78067,The Girl Next Door,MOVIE,2007,91,"crime, drama, horror, thriller",US,6.5,26293.0,13.131,6.7
tm95252,The Book of Eli,MOVIE,2010,118,"scifi, action, thriller, drama, european",US,6.8,314920.0,30.476,6.8
tm32919,Blood Diamond,MOVIE,2006,143,"drama, thriller, action","DE, US",8.0,541547.0,47.39,7.5
tm169949,Just Like Heaven,MOVIE,2005,95,"romance, drama, comedy, fantasy",US,6.7,108029.0,17.486,6.9
tm30205,Ip Man,MOVIE,2008,106,"drama, fantasy, comedy, history, action",HK,8.0,222372.0,21.074,7.7
tm40009,21,MOVIE,2008,123,"crime, drama, history, thriller",US,6.8,249016.0,27.013,6.7
tm141390,Friday the 13th,MOVIE,2009,97,"horror, thriller",US,5.5,106970.0,45.551,5.8
ts35155,Gurren Lagann,SHOW,2007,24,"action, scifi, animation, comedy, drama",JP,8.3,17024.0,27.924,8.2
tm94606,Let Me In,MOVIE,2010,116,"drama, horror, thriller, fantasy, european","GB, US",7.1,121008.0,22.791,6.8
ts15986,Dead Set,SHOW,2008,141,"scifi, reality, thriller, comedy, drama, horror, european",GB,7.6,19812.0,9.68,7.3
tm102337,A Nightmare on Elm Street,MOVIE,2010,95,"horror, thriller, crime, drama",US,5.2,99894.0,39.672,5.5
ts22318,Winx Club,SHOW,2004,23,"animation, action, comedy, family, fantasy, thriller, european",IT,6.2,6700.0,25.633,8.222
tm159901,Miss Congeniality 2: Armed and Fabulous,MOVIE,2005,115,"action, comedy, crime",US,5.1,74637.0,21.495,5.7
tm74780,The Bucket List,MOVIE,2007,97,"drama, comedy, european",US,7.4,244028.0,22.0,7.2
ts30356,Octonauts,SHOW,2010,15,"action, animation, comedy, family",GB,7.6,1083.0,40.327,7.4
ts32186,Sonic X,SHOW,2003,21,"family, animation, action, comedy, drama, thriller, fantasy, scifi",JP,6.2,4709.0,37.945,7.5
tm24088,Scary Movie 4,MOVIE,2006,83,"comedy, horror",US,5.1,120997.0,83.018,5.5
tm111600,The Sweetest Thing,MOVIE,2002,84,"comedy, romance",US,5.1,58884.0,10.625,5.5
tm88045,How Do You Know,MOVIE,2010,121,"comedy, drama, romance",US,5.4,50383.0,9.889,5.251
tm78919,Mr. Bean's Holiday,MOVIE,2007,90,"family, comedy, european","US, FR, DE, GB",6.4,125160.0,32.512,6.3
tm173066,The Interpreter,MOVIE,2005,128,"thriller, crime, european","GB, US, FR, DE",6.4,106781.0,12.694,6.299
tm118637,John Q,MOVIE,2002,116,"drama, thriller, crime",US,7.0,133215.0,32.229,7.121
tm142564,3 Idiots,MOVIE,2009,170,"drama, comedy",IN,8.4,390739.0,44.999,8.0
tm57190,The One,MOVIE,2001,87,"thriller, action, scifi",US,5.9,92007.0,21.223,6.1
ts21706,H2O: Just Add Water,SHOW,2006,25,"scifi, drama, family, fantasy",AU,7.2,15179.0,30.832,7.8
tm137362,The Texas Chainsaw Massacre,MOVIE,2003,98,"horror, crime",US,6.2,141736.0,80.47,6.2
ts24028,Still Game,SHOW,2002,29,"comedy, european",GB,8.9,7689.0,5.128,8.3
tm148379,The Cat in the Hat,MOVIE,2003,82,"family, fantasy, comedy, action",US,4.0,82684.0,66.8,5.3
tm137342,Tears of the Sun,MOVIE,2003,121,"war, action, drama, thriller",US,6.6,121957.0,43.254,6.797
tm90864,Due Date,MOVIE,2010,95,"comedy, drama",US,6.5,341390.0,36.06,6.3
ts21740,Black Butler,SHOW,2008,25,"scifi, animation, drama, thriller, comedy, fantasy, action, horror, crime",JP,8.2,1877.0,36.122,7.5
tm32144,We Are Marshall,MOVIE,2006,131,"drama, sport",US,7.0,61345.0,13.173,6.9
tm141707,Blood and Bone,MOVIE,2009,93,"thriller, sport, action, crime, drama",US,6.7,33051.0,33.787,7.4
tm150214,Freddy vs. Jason,MOVIE,2003,97,"horror, action","IT, US",5.7,118925.0,65.747,6.0
tm81030,The Golden Compass,MOVIE,2007,113,"action, fantasy, family","GB, US",6.1,187485.0,20.255,6.0
ts687,The 4400,SHOW,2004,44,"drama, scifi, thriller",US,7.3,45249.0,37.169,7.2
tm147211,The Men Who Stare at Goats,MOVIE,2009,94,"comedy, war","US, GB",6.2,132177.0,19.022,6.0
ts31514,Strawberry Shortcake,SHOW,2003,23,"animation, family",US,7.0,13.0,31.584,6.9
ts33559,Shaun the Sheep,SHOW,2007,7,"animation, comedy, family, european",GB,8.1,28.0,31.375,7.9
tm78671,Cleaner,MOVIE,2007,88,"thriller, crime",US,6.1,42285.0,11.509,6.0
ts26322,Toradora!,SHOW,2008,30,"animation, comedy, drama, romance",JP,8.0,14828.0,24.352,8.5
ts12815,Big Time Rush,SHOW,2009,25,"family, comedy",US,6.3,12288.0,55.706,8.774
tm27268,Monster House,MOVIE,2006,91,"animation, comedy, family, fantasy",US,6.6,117008.0,51.891,6.6
tm86189,Good Luck Chuck,MOVIE,2007,101,"comedy, romance","US, CA",5.6,90212.0,30.423,5.9
tm700,"10,000 BC",MOVIE,2008,109,"action, drama, fantasy, history, thriller","US, ZA",5.1,130813.0,24.671,5.4
tm101249,Cop Out,MOVIE,2010,107,"crime, action, comedy, thriller",US,5.5,88026.0,13.63,5.6
tm161263,The Cave,MOVIE,2005,97,"horror, thriller, action, scifi, european","DE, US",5.1,38734.0,13.695,5.3
tm81270,Starsky & Hutch,MOVIE,2004,101,"comedy, crime",US,6.1,146880.0,13.938,5.8
tm89684,New York Minute,MOVIE,2004,87,"comedy, crime, family, romance",US,4.9,23476.0,11.818,6.2
tm165593,Rumor Has It...,MOVIE,2005,97,"romance, comedy, drama","DE, US",5.5,58247.0,13.521,5.6
tm112381,Comedian,MOVIE,2002,82,"comedy, documentation",US,6.9,6985.0,4.854,6.7
tm39487,Catch and Release,MOVIE,2006,111,"drama, romance, comedy",US,5.9,26528.0,9.435,5.9
ts23752,Midnight Diner,SHOW,2009,27,"drama, comedy",JP,8.6,2256.0,7.356,7.9
tm43399,Lagaan: Once Upon a Time in India,MOVIE,2001,224,"romance, drama, action, sport",IN,8.1,111053.0,10.097,7.3
ts21421,Pocoyo,SHOW,2005,11,"animation, family, comedy, european","GB, ES",3.9,93.0,27.339,7.1
ts22005,Total Drama Island,SHOW,2007,23,"war, reality, animation, action, comedy, drama, family",CA,7.3,10886.0,16.655,7.3
ts20398,Kath & Kim,SHOW,2002,24,comedy,AU,8.3,4261.0,3.926,6.6
tm29555,Friends with Money,MOVIE,2006,88,"comedy, drama, romance",US,5.8,30468.0,11.86,5.1
tm103095,Ip Man 2,MOVIE,2010,108,"drama, action, history, sport","HK, CN",7.5,104500.0,4.516,7.5
tm97070,Life As We Know It,MOVIE,2010,114,"comedy, romance, drama",US,6.5,131623.0,40.534,6.9
tm101334,Death at a Funeral,MOVIE,2010,92,"comedy, drama",US,5.7,49901.0,15.989,5.8
tm183963,Dreamer: Inspired By a True Story,MOVIE,2005,106,"family, drama, sport, fantasy",US,6.8,13205.0,10.235,6.9
tm77649,Premonition,MOVIE,2007,96,"thriller, drama, fantasy",US,5.9,78494.0,14.21,6.3
tm86924,Soul Plane,MOVIE,2004,86,"romance, comedy",US,4.5,23048.0,21.864,5.3
tm26638,The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,91,"thriller, horror, documentation",US,5.8,72845.0,57.763,6.1
ts20544,Ouran High School Host Club,SHOW,2006,23,"comedy, drama, animation, romance",JP,8.2,9929.0,18.186,8.4
ts23835,Masha and the Bear,SHOW,2009,7,"family, action, animation, comedy",RU,7.5,3169.0,38.171,6.9
tm104880,Louis C.K.: Hilarious,MOVIE,2010,84,comedy,US,8.4,12089.0,5.717,7.9
ts30288,Mobile Suit Gundam Unicorn,SHOW,2010,36,"scifi, animation, action, drama, war",JP,7.8,1291.0,10.936,7.9
ts38159,Wakfu,SHOW,2008,22,"action, scifi, family, fantasy, animation, european",FR,8.1,1497.0,19.736,8.9
tm22294,Deck the Halls,MOVIE,2006,93,"family, comedy",US,5.0,27936.0,11.999,5.5
tm100015,Takers,MOVIE,2010,107,"action, crime, drama, thriller",US,6.2,62464.0,15.872,6.228
ts25765,Vampire Knight,SHOW,2008,25,"animation, drama, action, scifi, thriller, fantasy, horror, romance",JP,7.3,5245.0,17.547,8.4
ts21688,Boys Over Flowers,SHOW,2009,64,"comedy, drama, romance",KR,7.9,11902.0,80.384,8.28
tm83786,Like Stars on Earth,MOVIE,2007,165,"drama, family",IN,8.3,189685.0,17.66,8.012
tm130574,Did You Hear About the Morgans?,MOVIE,2009,103,"comedy, drama, romance",US,4.9,40551.0,12.459,5.4
tm114476,Stuart Little 2,MOVIE,2002,78,"animation, comedy, family, action, fantasy",US,5.5,54193.0,36.691,5.733
ts20535,The Garfield Show,SHOW,2009,17,"animation, comedy, family, european",US,5.4,2578.0,25.677,5.2
ts1893,Ben & Holly's Little Kingdom,SHOW,2009,14,"animation, comedy, family, fantasy, european",GB,7.4,1261.0,11.735,6.6
tm118462,Half Past Dead,MOVIE,2002,98,"thriller, action, crime, european","DE, US",4.6,15740.0,12.906,5.2
ts12701,Code Lyoko,SHOW,2003,24,"action, animation, comedy, thriller, scifi, family, romance, fantasy",FR,7.3,5165.0,9.597,7.7
ts121176,DreamWorks Shrek's Swamp Stories,SHOW,2010,24,"comedy, family, fantasy, horror, music, animation, scifi",US,6.5,346.0,5.014,8.8
tm86995,Christmas with the Kranks,MOVIE,2004,99,"comedy, family",US,5.4,49302.0,17.708,6.1
ts20526,The Game,SHOW,2006,22,"drama, comedy, romance, sport",US,6.6,4449.0,12.124,8.4
ts23808,Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,55,"comedy, documentation",US,8.1,1768.0,2.422,7.9
tm97544,Alpha and Omega,MOVIE,2010,88,"animation, family, comedy, action, romance","CA, US, IN",5.1,14362.0,13.523,5.9
ts31593,Pororo the Little Penguin,SHOW,2003,9,"scifi, family, animation, action",KR,6.3,91.0,4.404,5.0
ts27459,The Legend of Bruce Lee,SHOW,2008,45,"action, drama",CN,7.0,1422.0,21.479,6.0
ts3666,Den-noh Coil,SHOW,2007,25,"scifi, animation, comedy, drama",JP,7.8,881.0,13.045,7.9
tm164557,Initial D,MOVIE,2005,107,"crime, thriller, drama, action, animation, romance, comedy","JP, HK",6.3,8678.0,18.607,6.7
tm80059,Naruto Shippuden the Movie,MOVIE,2007,94,"animation, action, fantasy, family",JP,6.7,4090.0,316.471,7.2
tm135451,Gifted Hands: The Ben Carson Story,MOVIE,2009,86,drama,US,7.6,10881.0,43.409,7.8
tm71558,The Legend of the Nahuala,MOVIE,2007,80,"fantasy, animation, family",MX,6.1,511.0,47.66,7.6
tm134235,One Piece: Strong World,MOVIE,2009,114,"fantasy, action, animation",JP,7.5,5467.0,39.946,7.5
tm160800,Chaos,MOVIE,2005,106,"crime, drama, action, thriller, european","CA, GB, US",6.4,54900.0,17.029,6.3
tm22342,Waist Deep,MOVIE,2006,97,"thriller, action, drama, crime",US,5.8,9990.0,15.58,6.6
ts42914,Zig and Sharko,SHOW,2010,9,"comedy, romance, action, animation, family, fantasy, european",FR,6.8,671.0,19.476,5.8
tm22636,Trailer Park Boys: The Movie,MOVIE,2006,95,"comedy, crime",CA,7.1,12910.0,6.191,6.7
ts21967,Johnny Test,SHOW,2005,18,"animation, comedy, drama, family, scifi, action","CA, US",5.1,8322.0,22.516,5.6
tm85549,Tito,MOVIE,2004,120,"documentation, crime, drama, romance, action",EG,7.2,3214.0,1.814,7.8
tm100688,Even the Rain,MOVIE,2010,104,"drama, european, history","FR, MX, ES",7.4,13533.0,8.526,6.9
tm22493,Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,2006,46,"comedy, documentation",US,7.6,1819.0,3.787,6.5
ts14102,Bo on the Go!,SHOW,2007,22,animation,CA,4.2,123.0,1.52,6.0
tm103732,Udaan,MOVIE,2010,138,drama,IN,8.1,44862.0,5.019,7.3
tm73058,Om Shanti Om,MOVIE,2007,162,"thriller, drama, action, comedy, fantasy, romance",IN,6.7,43052.0,11.847,7.021
tm138497,Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,102,"comedy, crime",CA,7.3,7488.0,4.683,6.8
ts20358,Half & Half,SHOW,2002,21,comedy,US,7.0,1860.0,8.06,8.1
tm36475,Kabhi Khushi Kabhie Gham,MOVIE,2001,210,"drama, romance",IN,7.4,49273.0,13.699,7.9
tm144345,Kal Ho Naa Ho,MOVIE,2003,186,"drama, romance, comedy",IN,7.9,68551.0,12.001,7.5
tm76835,Jab We Met,MOVIE,2007,144,"romance, comedy, drama",IN,7.9,52531.0,8.69,7.4
tm38896,From Within,MOVIE,2008,89,"horror, thriller, documentation, war, european",US,5.6,7650.0,7.282,5.6
tm86051,Black Friday,MOVIE,2004,161,"crime, history, action, drama",IN,8.4,20768.0,5.753,7.4
tm29269,Jodhaa Akbar,MOVIE,2008,214,"romance, history, war, action, drama",IN,7.5,32440.0,11.959,7.4
ts17028,Dinosaur King,SHOW,2007,20,"action, animation, scifi, comedy, family, western",JP,5.6,737.0,28.909,8.2
tm91046,"Cairo 6,7,8",MOVIE,2010,100,drama,EG,7.4,4421.0,4.431,7.7
tm75022,Zach Galifianakis: Live at the Purple Onion,MOVIE,2007,61,"comedy, documentation",US,7.2,3977.0,4.43,7.0
tm41508,First Sunday,MOVIE,2008,96,"comedy, action, crime, drama",US,4.5,10927.0,8.809,5.6
ts67595,El Escamoso,SHOW,2001,48,"drama, comedy",CO,7.5,325.0,32.626,7.8
tm49405,Inuyasha the Movie: Affections Touching Across Time,MOVIE,2001,99,"action, animation, fantasy",JP,7.2,2593.0,36.262,7.6
tm82765,Swades,MOVIE,2004,189,"drama, european","IN, US",8.1,89556.0,10.352,7.4
tm33981,Bon Cop Bad Cop,MOVIE,2006,116,"comedy, crime, action, scifi, drama, thriller",CA,6.5,61.0,7.956,6.4
ts52849,Horrid Henry,SHOW,2006,13,"animation, comedy, family, music, fantasy, european",GB,6.3,944.0,2.36,8.0
tm95238,The Boy Who Cried Werewolf,MOVIE,2010,97,"fantasy, horror, family, comedy","US, CA",5.9,3315.0,17.774,6.4
tm32885,Rang De Basanti,MOVIE,2006,157,"drama, history, comedy, crime",IN,8.1,118477.0,6.848,7.2
ts72322,The Mafia Dolls,SHOW,2009,43,"drama, action",CO,6.6,293.0,27.667,7.4
ts63295,Vientos de agua,SHOW,2006,73,drama,"AR, ES",8.8,1051.0,1.41,8.8
ts23319,Timmy Time,SHOW,2009,14,"animation, comedy, family, fantasy, european",GB,6.9,1111.0,14.959,6.2
ts21695,Iris,SHOW,2009,61,"action, drama, comedy, reality, romance, thriller",KR,7.8,1951.0,9.239,7.6
tm72587,Guru,MOVIE,2007,166,"romance, documentation, drama, european",IN,7.7,23708.0,8.071,6.7
tm99776,Whitney Cummings: Money Shot,MOVIE,2010,48,"comedy, documentation",US,6.2,917.0,2.718,5.9
tm83175,Welcome,MOVIE,2007,160,"drama, action, comedy, romance, crime",IN,7.0,22243.0,8.815,6.5
tm139349,Jim Gaffigan: King Baby,MOVIE,2009,72,"comedy, documentation",US,7.7,2564.0,4.283,7.0
tm59880,Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,2008,60,comedy,US,7.6,1794.0,3.826,7.5
ts56589,Tayo the Little Bus,SHOW,2010,11,"animation, comedy, family",KR,5.3,158.0,4.871,6.3
tm61056,Dil Chahta Hai,MOVIE,2001,184,"romance, comedy, drama",IN,8.1,71586.0,5.704,7.0
tm129763,Anbe Sivam,MOVIE,2003,160,"comedy, drama",IN,8.7,21167.0,4.634,7.5
ts21664,One on One,SHOW,2001,20,comedy,US,7.0,2323.0,6.204,7.9
tm44378,Tony Manero,MOVIE,2008,97,"drama, music",CL,6.8,4255.0,3.891,6.3
tm25842,A Lion in the House,MOVIE,2006,225,documentation,US,8.7,324.0,2.821,6.5
tm34846,Bleach the Movie: Fade to Black,MOVIE,2008,94,"fantasy, action, drama, animation",JP,7.1,2207.0,40.732,7.0
tm71119,Delta Farce,MOVIE,2007,90,"comedy, action",US,3.6,11177.0,10.367,5.0
tm170873,My Suicide,MOVIE,2009,110,"drama, comedy",US,7.0,1981.0,2.951,6.1
tm22540,Phir Hera Pheri,MOVIE,2006,155,"comedy, crime",IN,7.1,23119.0,8.428,6.4
tm96037,Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,85,"animation, action, fantasy",JP,6.8,3650.0,97.631,7.0
tm110923,Divine Intervention,MOVIE,2002,92,"romance, comedy, drama, war","FR, MA, DE, PS",6.6,3598.0,2.894,6.4
tm168869,Da Kath & Kim Code,MOVIE,2005,90,comedy,AU,7.3,928.0,1.366,6.4
ts37200,Trotro,SHOW,2004,3,"animation, family, european",FR,6.3,122.0,1.841,7.2
tm147686,Kevin Hart: I'm a Grown Little Man,MOVIE,2009,73,"comedy, documentation",US,7.5,4411.0,6.236,7.3
tm93612,Bleach the Movie: Hell Verse,MOVIE,2010,94,"fantasy, animation, action",JP,7.4,2416.0,53.143,7.4
tm36164,Naruto Shippuden the Movie: Bonds,MOVIE,2008,90,"fantasy, animation, action",JP,6.8,4551.0,109.752,7.2
tm30170,Don,MOVIE,2006,167,"thriller, crime, action, european",IN,7.1,37131.0,8.892,7.1
tm29731,Chup Chup Ke,MOVIE,2006,165,"comedy, drama, romance",IN,6.9,10810.0,3.942,6.1
tm147494,Naruto Shippuden the Movie: The Will of Fire,MOVIE,2009,95,"action, comedy, drama, fantasy, animation",JP,7.0,3702.0,101.203,7.3
tm44530,Fashion,MOVIE,2008,167,"drama, romance",IN,6.9,12533.0,7.048,6.3
tm89936,Arahan,MOVIE,2004,114,"fantasy, action, comedy, thriller",KR,6.6,3841.0,12.181,6.6
ts44663,Oscar's Oasis,SHOW,2010,9,"animation, comedy, european",FR,7.4,586.0,4.963,7.4
tm81461,Whisky,MOVIE,2004,99,"comedy, drama","AR, DE, UY, ES",7.1,6293.0,5.108,6.8
tm155761,Ajab Prem Ki Ghazab Kahani,MOVIE,2009,150,"comedy, action, romance",IN,6.3,14603.0,6.675,6.1
tm48083,Te quiero,MOVIE,2001,85,"drama, comedy, european",FR,5.0,75.0,0.967,2.0
tm175687,Sir! No Sir!,MOVIE,2005,85,"war, documentation",US,7.6,783.0,2.089,7.0
tm33067,Race,MOVIE,2008,161,"drama, action, thriller, crime, comedy",IN,7.0,63.0,5.732,6.1
tm70222,Sivaji: The Boss,MOVIE,2007,189,"action, drama, thriller, crime",IN,7.5,19777.0,7.686,7.1
tm105278,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,2002,100,"fantasy, action, animation, romance, comedy",JP,7.3,2148.0,30.957,7.6
tm352243,Interview with a Serial Killer,MOVIE,2008,44,"documentation, crime",US,5.9,611.0,1.378,5.1
tm82718,G.O.R.A.,MOVIE,2004,127,"action, comedy, scifi",TR,8.0,62386.0,7.047,7.2
tm98975,Guzaarish,MOVIE,2010,126,"romance, drama",IN,7.4,18603.0,5.554,7.4
tm101609,Raajneeti,MOVIE,2010,167,"drama, thriller, crime",IN,7.1,17697.0,3.761,6.3
tm39557,Jaane Tu... Ya Jaane Na,MOVIE,2008,146,"drama, comedy, romance",IN,7.4,26894.0,7.196,6.8
tm150521,Accident,MOVIE,2009,89,"action, drama, thriller",HK,6.6,3327.0,5.165,6.6
tm30289,Jeff Dunham: Arguing with Myself,MOVIE,2006,76,"comedy, documentation",US,8.0,4000.0,5.406,6.6
tm141117,Chalte Chalte,MOVIE,2003,167,"drama, romance",IN,6.5,15468.0,6.121,6.2
tm80339,Naruto: Ninja Clash in the Land of Snow,MOVIE,2004,90,"comedy, fantasy, animation, action",JP,6.6,6866.0,50.604,7.2
tm33729,Taxi No. 9 2 11,MOVIE,2006,116,"drama, thriller, comedy",IN,7.2,9964.0,2.636,6.5
tm93004,Yuva,MOVIE,2004,161,"crime, action, drama, thriller",IN,7.3,8929.0,3.893,6.4
ts13411,Cocaine,SHOW,2005,49,"documentation, european",US,7.1,61.0,0.6,7.0
ts1464,The Cartel,SHOW,2008,44,"action, drama, crime, thriller, comedy",CO,8.0,774.0,189.665,7.5
tm145243,Wake Up Sid,MOVIE,2009,138,"comedy, drama, romance",IN,7.6,31167.0,5.035,7.1
tm34524,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,2008,95,"action, comedy, animation, drama, fantasy",JP,7.0,1233.0,51.441,7.1
tm111226,Awara Paagal Deewana,MOVIE,2002,169,"comedy, action, crime, drama, thriller",IN,6.2,8393.0,5.941,5.5
tm23441,Kabhi Alvida Naa Kehna,MOVIE,2006,184,"drama, romance",IN,6.0,19947.0,9.421,6.4
tm166293,The Blue Umbrella,MOVIE,2005,90,"drama, family, fantasy, comedy",IN,7.3,2097.0,2.177,6.3
tm24576,Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,95,"action, animation",JP,6.4,4050.0,58.559,7.0
tm92977,Ishqiya,MOVIE,2010,115,"thriller, comedy, drama, romance",IN,7.3,10469.0,3.912,6.3
tm77348,Life in a Metro,MOVIE,2007,124,"drama, romance, comedy",IN,7.4,12036.0,3.965,6.4
ts34414,Nuevo Rico Nuevo Pobre,SHOW,2007,44,comedy,CO,7.1,211.0,13.94,7.8
ts29199,Monty Python's Personal Best,SHOW,2006,56,"comedy, animation","US, GB",7.9,441.0,0.6,8.0
tm91323,I Hate Luv Storys,MOVIE,2010,129,"comedy, drama, romance",IN,5.6,8042.0,6.801,5.9
tm88366,Main Hoon Na,MOVIE,2004,179,"drama, action, comedy, romance, thriller",IN,7.0,35484.0,12.629,6.9
tm156575,Billu,MOVIE,2009,137,"drama, comedy",IN,6.3,11884.0,7.028,6.5
tm164389,Paheli,MOVIE,2005,141,"romance, drama, fantasy, comedy",IN,6.3,13263.0,6.607,6.3
tm37945,Rock On!!,MOVIE,2008,144,"drama, music",IN,7.7,22092.0,4.956,6.9
tm106625,"LSD: Love, Sex aur Dhokha",MOVIE,2010,108,"drama, comedy, crime, romance",IN,7.2,5684.0,3.126,6.1
tm65142,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,2007,89,"comedy, drama, animation, action",JP,6.9,1660.0,38.807,6.7
tm99450,Break Ke Baad,MOVIE,2010,120,"comedy, drama, romance",IN,5.1,4275.0,3.068,5.8
tm149209,Kaminey,MOVIE,2009,135,"crime, drama, action, thriller",IN,7.4,17219.0,6.585,6.8
tm23977,Fuga,MOVIE,2006,110,"music, drama, thriller","CL, AR",6.2,1129.0,2.585,5.8
tm160596,Zozo,MOVIE,2005,105,"drama, european, family, war","CZ, GB, DK, NL, SE",6.5,3225.0,1.899,6.0
tm129971,Luck by Chance,MOVIE,2009,155,"romance, drama, comedy",IN,7.1,10272.0,4.932,6.5
tm56428,Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,2008,60,comedy,CA,7.8,3555.0,4.344,7.4
ts18653,Chhota Bheem,SHOW,2008,22,"animation, action, comedy",IN,4.1,885.0,1.504,6.1
tm177687,Naruto: Legend of the Stone of Gelel,MOVIE,2005,96,"fantasy, action, comedy, drama, animation",JP,6.4,4380.0,41.579,6.6
