id,title,type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actor_ids,director_ids
tm367473,Bad Seeds,MOVIE,2018,100,"comedy, european",FR,7.3,5461.0,7.032,7.8,"781188, 752524, 1017746, 1017747, 387095, 684568, 908439, 908440, 1017648, 1017649, 1017651, 1017655, 1017656, 193595, 714592, 1017697, 46060, 29037, 18290, 35711",46060
ts83430,Smoking,SHOW,2018,24,"crime, drama, comedy",JP,7.4,457.0,2.955,8.0,"595329, 89730, 989191, 53331, 23255, 165341",989188
tm409942,Shéhérazade,MOVIE,2018,111,"thriller, drama, romance, european",FR,7.0,2242.0,6.539,7.3,"1037307, 2165381, 1037238, 2406039",315591
tm300440,The Mansion,MOVIE,2017,100,"comedy, horror, european",FR,4.6,2645.0,10.321,4.9,"122784, 738564, 23429, 53870, 242414, 258003, 781813, 122837, 232827, 158973",
tm408890,Yucatán,MOVIE,2018,129,"comedy, romance, european",ES,5.5,2143.0,7.401,5.6,"30722, 868490, 71061, 1304875, 9900, 339385, 241088, 874049, 652610, 874050, 72644, 874051, 874052, 91722, 630988, 249302, 1026646, 346073, 790234, 99064, 241531",70632
tm307950,Mike Birbiglia: Thank God for Jokes,MOVIE,2017,71,comedy,US,7.5,2494.0,3.804,7.4,"3835, 8117","17073, 8117"
tm375729,Us and Them,MOVIE,2018,120,"drama, romance",CN,7.3,4198.0,7.651,7.6,"1669410, 116077, 880207, 911859, 1055381, 39799, 412093, 156894",64912
tm313424,Pad Man,MOVIE,2018,140,"drama, comedy",IN,7.9,25539.0,5.173,7.5,"61024, 372321, 48003, 1805484, 1799917, 6958, 214548, 67128, 828671",142616
tm426117,On My Skin,MOVIE,2018,100,"drama, european",IT,7.3,9211.0,10.341,8.057,"960119, 385687, 196506, 239648, 1216032, 732968, 399529, 256553, 1014701, 23350, 417975, 2050872, 745658, 865855, 344639, 243396, 834503, 262601, 15050, 44619, 759115, 262604, 717517, 1407824, 238168, 753121, 1015010, 1015011, 1034851, 959973, 758245, 770663, 959974, 959977, 959975, 959976, 1014884, 959981, 960110, 959982, 1100906, 287345, 960116, 132853, 766327, 960120, 960123",418630
tm244321,Sun Dogs,MOVIE,2017,93,"comedy, drama, fantasy","MX, US",6.2,2322.0,8.516,6.8,"975815, 1559913, 1560019, 1273528, 1000317",1559871
tm372610,Derren Brown: Miracle,MOVIE,2018,73,documentation,GB,6.5,1037.0,3.916,6.6,2448,"937, 74275"
tm409456,Manto,MOVIE,2018,113,"drama, history",IN,7.3,4248.0,2.915,7.6,"65025, 308620, 105230, 1310735, 67217, 61586, 1310611, 1310484, 182933, 1017751, 172567, 279577, 52765, 64541, 1050145, 968355, 1271208, 1310633, 69034, 818734, 234289, 1310897, 1310641, 1310769, 62774, 739385, 904251, 284222, 1310656, 1310658, 26948, 1310662, 600008, 421960, 1310664, 1310539, 956876, 1310671, 1310930, 252371, 1310932, 1310548, 1310934, 1310807, 61016, 64472, 1310938, 1310556, 1310686, 724830, 127073, 813793, 1310947, 1106273, 1310698, 1310575, 69489, 128498, 1310590, 187006, 1964031",64609
tm242108,Little Boxes,MOVIE,2017,84,"drama, comedy",US,5.9,1986.0,4.223,6.3,"670985, 29867, 492, 16017, 670578, 1063890, 8895, 77111, 595128, 40285, 1118, 4319",51481
ts95011,Move,SHOW,2018,48,documentation,US,7.4,116.0,2.664,7.0,"1500740, 1642085, 1642086, 88135, 171752, 253401",
tm242765,Raising the Bar,MOVIE,2017,93,"family, drama, documentation, sport",AU,5.5,1555.0,7.148,6.5,"238402, 238403, 238404, 111141, 15429, 238405, 238406, 238407, 238408, 238411, 238412, 238409, 67758, 238410, 52410",67759
ts85276,Hymn of Death,SHOW,2018,45,"drama, history, music, romance",KR,7.6,1209.0,12.956,8.4,"91526, 299180, 442284, 6323, 61372, 183113, 101835, 86611, 1083733, 1083736, 889176, 1083737, 288986, 232935, 589290, 86634, 228466, 884469, 309880, 592125",1043148
tm322210,Bomb Scared,MOVIE,2017,89,"comedy, european",ES,5.6,2871.0,5.399,5.4,"72225, 122883, 43716, 780291, 6697, 15915, 179179, 205870, 204272, 47187, 196052, 172310, 145431, 371768, 308889, 358171, 72607",98276
ts77467,Terrace House: Opening New Doors,SHOW,2017,39,"reality, drama",JP,7.8,968.0,6.828,8.0,"247973, 285096, 71342, 72848, 603920, 252607",
ts83814,Undercover Law,SHOW,2018,54,"drama, action",CO,7.2,215.0,2.132,9.0,"977264, 254362, 1060164, 1060165",
tm439854,Baazaar,MOVIE,2018,140,"crime, drama, thriller",IN,6.5,5590.0,2.491,6.4,"67264, 67266, 870687, 26949, 191145, 987434, 998889, 958093, 148078, 987440, 67128, 69116, 53151",923287
tm340587,Ittefaq,MOVIE,2017,107,"crime, thriller",IN,7.2,12262.0,6.265,7.0,"65024, 1318756, 1137382, 1269833, 389546, 63308, 56781, 139055, 64508",
ts68146,Myths & Monsters,SHOW,2017,43,"documentation, fantasy, european",GB,7.7,841.0,1.804,7.4,"51499, 813906, 813907, 813908",
tm266705,Giant,MOVIE,2017,114,"drama, history, european",ES,6.6,4302.0,12.248,6.6,"263974, 42566, 589288, 589287, 238699","66691, 421830"
tm372891,Chris Rock: Tamborine,MOVIE,2018,64,"comedy, documentation",US,6.6,6982.0,7.743,6.5,9233,308
ts78099,72 Dangerous Animals: Latin America,SHOW,2017,43,documentation,"AU, US",6.6,581.0,8.653,6.6,895654,
tm315850,Take Me,MOVIE,2017,83,"comedy, crime, thriller",US,6.1,5970.0,8.222,5.8,"34469, 25349, 10535, 50952, 13238, 10967, 90106, 36223",13238
tm421748,Ee Nagaraniki Emaindi,MOVIE,2018,120,"drama, comedy",IN,7.9,2879.0,2.062,7.0,"238625, 1227396, 851749, 1691749, 794567, 2217892, 238628, 918418, 146101, 131863, 763133",238625
tm353046,Patton Oswalt: Annihilation,MOVIE,2017,66,"comedy, documentation",US,7.2,2377.0,4.314,7.1,7546,12172
tm418039,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,2018,22,"fantasy, animation, action, comedy, scifi",US,5.6,572.0,10.798,6.7,"85440, 36317, 12386, 3394, 6821, 3533, 14963, 12025, 47641, 3612, 22044, 1040926",37554
tm324588,Rory Scovel Tries Stand-Up for the First Time,MOVIE,2017,66,"comedy, documentation",US,6.7,831.0,1.571,7.4,"101088, 26733",246121
tm440678,Revenger,MOVIE,2018,102,"action, crime, thriller",KR,5.7,4311.0,18.767,5.3,"1887619, 179336, 955279, 1235600, 475793, 103573, 1032472, 1032474, 1032475, 59295, 59296, 1032385, 1032391, 1032392, 1032396, 3150, 1858659, 143463, 1032552, 207738",1452769
tm275437,Coin Heist,MOVIE,2017,97,"family, crime, drama, romance, thriller",US,4.7,2743.0,9.366,5.4,"30595, 14345, 288656, 85529, 255393, 3364, 3365, 160808, 12868, 12614, 79814, 40646, 129864, 235594, 78028, 673367, 1835624, 60791, 131580, 92925, 1819135",295857
ts89538,Bitter Daisies,SHOW,2018,70,"drama, thriller",ES,7.2,3274.0,11.931,7.1,"212929, 96515, 199012, 106883, 196814, 1083157, 1435865",
ts89069,LEGO Friends: Girls on a Mission,SHOW,2018,11,animation,"US, DK",6.2,111.0,13.282,7.7,"1981696, 1573952, 1981383, 1937608, 1393323, 722479",
tm426983,Joy,MOVIE,2018,99,"drama, european",AT,6.6,1304.0,2.421,6.1,"1223744, 1223585, 955298, 955299, 1003204, 1223747, 1223750, 1223753, 1223787, 1223759, 1223762, 1223766, 1223771, 1223774",293069
tm307774,Jagga Jasoos,MOVIE,2017,180,"comedy, thriller, romance, action",IN,6.3,10283.0,6.005,6.0,"61025, 26948, 26949, 81327, 1029329, 61017, 10205, 67326",202602
ts78707,The Joel McHale Show with Joel McHale,SHOW,2018,25,comedy,US,7.1,2396.0,6.858,6.4,10827,
tm299396,Getaway Plan,MOVIE,2017,105,"action, thriller, crime, drama, european",ES,5.6,1867.0,9.103,5.5,"30722, 30723, 617477, 2407695, 763282, 71070, 132134, 617652, 294071, 212921, 157754, 9920, 200005, 42566, 98511, 98272, 70629, 873962, 340333, 908782, 2686",
ts75676,The Velvet Collection,SHOW,2017,57,"comedy, drama, romance, european",ES,7.2,1416.0,19.328,6.3,"354, 71686, 5545, 124169, 363, 73870, 90255, 2610, 794706, 325974, 824824, 30234, 99836, 42559",
tm366972,The Drug King,MOVIE,2018,139,"crime, action, drama",KR,6.2,3159.0,15.052,6.287,"260098, 60163, 604037, 62086, 2041863, 1135750, 278409, 993806, 32017, 1022107, 1860252, 728226, 44195, 97445, 965678, 316987, 1059776, 1059779, 757444, 1059913, 72778, 1013451, 1071434, 5197, 372045, 901072, 238165, 842583, 1705315, 1260654, 301554, 72818, 591350, 44793, 44794",206781
tm307751,Jab Harry Met Sejal,MOVIE,2017,200,"drama, romance, comedy",IN,5.0,20593.0,8.529,6.5,"938337, 76740, 38632, 275342, 81327, 67217, 69491, 169171, 61587, 65976, 1340, 249181",53156
tm367008,Katt Williams: Great America,MOVIE,2018,60,comedy,US,6.2,940.0,3.016,5.5,20562,51574
tm437631,Derren Brown: Sacrifice,MOVIE,2018,49,"documentation, reality",US,7.1,1806.0,5.197,7.4,2448,
ts80993,Kibaoh Klashers,SHOW,2017,24,scifi,CN,6.4,18.0,4.313,8.0,"238418, 4643, 63319",
tm445899,Struggle: The Life and Lost Art of Szukalski,MOVIE,2018,104,"documentation, european","PL, US",7.9,4195.0,4.796,7.7,"1243278, 1154468, 1244201, 1244202, 86832, 1243185, 263601, 1243958, 1244216, 1243198, 1244223, 1243200, 1244226, 28232, 1010379, 1202637, 361177, 1243097, 1202650, 1243739, 1243100, 90335, 1967078, 1243754, 318957, 1244273",406078
tm236659,Sky Ladder: The Art of Cai Guo-Qiang,MOVIE,2017,80,documentation,US,7.3,1463.0,4.259,7.0,"589568, 690240, 1849217, 1848843, 1848875, 1848779, 27501, 770896, 1849265, 1287927, 1848762, 690238",16799
tm305112,The Fortress,MOVIE,2017,140,"drama, action, history, war, thriller",KR,6.8,2537.0,10.294,6.6,"604037, 264453, 179336, 285578, 1806, 32017, 1260955, 45339, 850336, 44204, 59076, 2072648, 963667, 784991, 294624, 338283, 62447, 2073461, 240504",736149
tm353247,Qarib Qarib Singlle,MOVIE,2017,125,"comedy, drama, romance",IN,7.1,8327.0,3.291,7.2,"2375648, 228577, 162754, 4047, 69265, 1311699, 172568, 84410, 68477",63574
ts80057,Last Hope,SHOW,2018,24,"drama, animation, action, scifi",JP,5.8,434.0,8.604,5.4,"90689, 75908, 11175, 85543, 92457, 7084, 208, 58641, 7440, 275, 97304",
ts55936,My Secret Romance,SHOW,2017,52,"comedy, romance",KR,7.1,3409.0,25.999,8.0,"177216, 423488, 664802, 101129, 664844, 664791, 204473, 241756, 664798",977626
tm375007,Feminists: What Were They Thinking?,MOVIE,2018,86,documentation,US,6.9,2233.0,7.764,7.9,"61984, 127749, 2233701, 485689, 21032, 24841, 15595, 2233461, 1602582, 1314393, 2233595, 939452",340955
tm233484,Duck Duck Goose,MOVIE,2018,82,"comedy, animation, family, action",CN,5.7,3721.0,12.075,6.2,"6306, 127459, 3909, 39110, 4680, 4523, 6764, 884331, 12686, 489488, 17809, 23825, 103060, 4922, 9375",80458
tm355724,A Christmas Prince,MOVIE,2017,92,"romance, comedy, family",US,5.7,19514.0,10.442,6.6,"129552, 938519, 778396, 1022752, 51107, 91044, 73020, 778438, 29513, 42444, 43088, 792276, 753237, 16853, 2142, 4449, 20327, 66536, 366701, 28920, 140159",51296
tm496588,Azali,MOVIE,2018,92,drama,GH,5.7,213.0,1.584,5.7,"17199, 1223507, 1205018, 244541, 244543",1205071
ts82085,Ainori Love Wagon: Asian Journey,SHOW,2017,30,reality,JP,6.8,276.0,5.356,7.4,,
ts81886,All About the Washingtons,SHOW,2018,25,"comedy, music",US,4.5,723.0,2.02,4.6,"201134, 912144, 934773, 934774, 934775, 114846",
ts57281,All Hail King Julien: Exiled,SHOW,2017,23,"animation, comedy, family, fantasy",US,7.4,575.0,6.841,8.5,"85927, 524, 58669, 19058, 22676, 85206, 7997",
ts81036,The Who Was? Show,SHOW,2018,24,"family, comedy",,6.5,614.0,1.674,7.0,"125337, 890413, 264694, 48415",
ts82875,Switched,SHOW,2018,39,"drama, scifi",JP,7.1,1436.0,9.01,7.8,"613925, 938248, 1034154, 264079, 29423, 308916, 40507, 238044",183527
tm363878,Aiyaary,MOVIE,2018,157,"thriller, action, drama",IN,5.2,4732.0,5.373,5.6,"1345, 67495, 56781, 119184, 4049, 38707, 147763, 177013, 55478, 68983, 66872, 249974",101325
ts80410,Kantaro: The Sweet Tooth Salaryman,SHOW,2017,30,"comedy, drama",JP,7.6,808.0,1.526,7.2,"755370, 647850, 170700, 759508, 57814","903489, 356389"
ts55533,Legend Quest,SHOW,2017,25,"comedy, fantasy, animation",MX,7.2,449.0,5.669,8.0,"1586787, 252325, 211559, 276525, 206222, 1415923",
ts57116,Ask the Doctor,SHOW,2017,28,documentation,AU,6.5,292.0,1.907,7.6,"967200, 691202, 691197",
tm347850,SPF-18,MOVIE,2017,75,"romance, drama, sport",US,3.2,5173.0,8.86,4.4,"147457, 284614, 13513, 767913, 767915, 10062, 11279, 59726, 255345, 42483, 640504, 1393370, 3036, 85471",748803
ts85250,Kulipari: Dream Walker,SHOW,2018,23,"animation, action, fantasy",US,7.6,92.0,3.908,9.0,"1989, 526, 5646",
tm411856,Hari Kondabolu: Warn Your Relatives,MOVIE,2018,67,comedy,US,6.5,849.0,1.466,5.9,753203,12172
tm363003,Seeing Allred,MOVIE,2018,96,documentation,US,7.2,1357.0,5.877,6.9,"76451, 26694, 839111, 104213, 259382","67560, 67559"
tm348386,Resurface,MOVIE,2017,27,"documentation, sport, war",US,7.1,286.0,2.459,7.2,"751119, 751120, 751121, 751122, 751127","751130, 314228"
ts112279,Empire Games,SHOW,2018,49,"documentation, history",,5.8,312.0,0.6,7.0,,"276600, 317586"
tm372054,The Tribe,MOVIE,2018,90,"comedy, family, european",ES,5.8,2721.0,9.216,6.3,"122883, 261507, 261509, 261508, 183435, 230033, 680595, 1475994, 347804, 182942, 72607, 72224, 1475888, 346044, 454719, 241088, 43716, 200005, 715344, 12502, 319705, 98265, 1475421, 1005536, 840546, 840547, 211173, 340199, 973801, 470773",230033
tm440255,The Plagues of Breslau,MOVIE,2018,93,"thriller, action, crime, european",PL,5.9,5012.0,10.792,6.3,"160320, 191300, 147398, 256646, 2151626, 175536, 252592, 239219, 2030995, 157944, 954618, 174879",191320
tm372061,Sudani from Nigeria,MOVIE,2018,123,"comedy, drama, sport",IN,8.2,4159.0,2.372,7.1,"870592, 2093121, 870594, 870595, 192194, 870597, 870600, 870491, 870603, 191441, 599251, 228984, 870489, 870490, 839163, 870492, 870493",839276
tm372917,Pope Francis: A Man of His Word,MOVIE,2018,96,"documentation, european","IT, CH, VA, FR, DE",6.4,2260.0,8.256,7.3,"341825, 283810, 1101218, 889985, 43107, 1101222, 139623, 592936, 306025, 59976, 643882, 189456, 253713, 239507, 424663, 57306, 20926",20926
tm411503,Candy Jar,MOVIE,2018,92,comedy,US,5.8,5048.0,11.51,6.2,"1185475, 5449, 2381, 1585, 89746, 21300, 652597, 7062, 171285, 761526, 11958, 595096",316421
tm293867,Neal Brennan: 3 Mics,MOVIE,2017,65,"comedy, documentation",US,7.9,3302.0,3.283,7.3,39517,39517
ts84597,FIGHTWORLD,SHOW,2018,42,documentation,US,7.5,822.0,3.396,6.8,8912,
tm420800,"To Each, Her Own",MOVIE,2018,95,"comedy, drama, european",FR,5.4,1756.0,7.382,5.1,"2362498, 2362637, 297359, 2362769, 2362770, 2362776, 1502745, 183709, 2362781, 2362656, 1192867, 2362533, 1840677, 1964331, 1768238, 990639, 2362673, 201907, 2362422, 2362680, 877113, 255419, 2362683, 2045117, 2362310, 2362566, 2362442, 42957, 1295565, 193876, 56278, 54999, 164316, 2201312, 106084, 696933, 1018598, 1012331, 53871, 52336, 995314, 2362739, 52338, 1779957, 1513846, 2362489, 2362362, 594429, 445566",52338
tm273600,Kuroko's Basketball the Movie: Last Game,MOVIE,2017,90,"animation, drama, sport",JP,7.7,2558.0,64.682,7.9,"132, 711942, 135, 97293, 3983, 35983, 274, 36373, 100886, 88341, 99349, 86695, 47019, 235441, 14002, 405940, 104884, 157494, 4278, 5174, 57656, 30778, 94526, 90689, 12360, 764625, 453970, 339, 94292, 85458, 58716, 296811, 100591, 91893, 12405, 873723",233434
tm286532,Rock my Heart,MOVIE,2017,105,"drama, family, action, european",DE,6.5,993.0,7.023,7.2,"41220, 589580, 689041, 809079, 1950494, 1950241, 590886, 81711, 18864, 42422, 568, 443323, 215228, 274509, 131925, 259034, 201822, 590688, 121323, 240750, 73071, 1950711",263016
tm320817,Mersal,MOVIE,2017,169,"thriller, action",IN,7.5,33832.0,8.293,7.2,"127867, 955782, 66316, 128396, 783128, 45437, 67384, 251069, 256763, 64202, 138710, 157286, 163433, 116847, 66799, 65267, 341235, 65269, 65270, 66810, 145787, 158589",65273
tm348568,Jerry Before Seinfeld,MOVIE,2017,62,"comedy, documentation",US,7.0,5709.0,6.965,7.0,"3834, 93258, 292336, 205712, 93778, 427827, 32954",34336
tm348392,The Last Shaman,MOVIE,2017,83,"documentation, drama, family, european","PE, GB, US, IL, IT",6.6,1911.0,3.335,6.9,"1778563, 1778919, 1778887, 667242, 1778602, 1778831, 1778639, 1778480, 1778389, 34709, 1778293, 1778713, 1778426, 1778939",13905
tm372486,All Good,MOVIE,2018,93,"drama, comedy, european",DE,6.5,1442.0,1.772,6.1,"42434, 589603, 44965, 234313, 591116, 240910, 605265, 243377, 605203, 311538, 67513, 597150",
tm327708,Bareilly Ki Barfi,MOVIE,2017,123,"romance, comedy",IN,7.5,23336.0,7.874,6.8,"883515, 1410723, 239271, 258024, 67145, 950730, 2141386, 105230, 68089, 65499",243787
ts78767,First Team: Juventus,SHOW,2018,36,"scifi, reality, sport, documentation",IT,7.3,2082.0,1.704,7.7,"161239, 845252, 845258, 845260, 845325, 845326, 845359, 845360, 845361, 845362, 845363, 845364, 845358, 845271, 845272, 845274",
tm320489,Expedition Happiness,MOVIE,2017,95,"documentation, european",DE,5.9,4538.0,7.586,6.8,"286309, 683734","286309, 683734"
tm411467,Dany Boon: Des Hauts-De-France,MOVIE,2018,113,"comedy, european",FR,6.2,95.0,2.024,6.2,37064,"37064, 29280"
tm307767,Baadshaho,MOVIE,2017,136,"action, thriller",IN,4.9,4880.0,4.073,5.8,"104832, 182886, 58600, 64201, 38638, 64431, 177012, 66874, 65087",66876
ts79707,Edha,SHOW,2018,40,drama,AR,4.9,647.0,9.754,6.3,"858370, 858287, 858288, 108239, 858289, 354708, 263253, 168150, 70811, 102653",
ts78692,Rapture,SHOW,2018,58,"documentation, scifi, thriller, horror, music",US,5.4,11.0,2.391,7.0,,
tm432327,C/o Kancharapalem,MOVIE,2018,152,drama,IN,8.9,6842.0,2.145,7.6,"1512097, 1512461, 1512462, 1512464, 1512466, 951188, 951190, 2057594",951125
ts81596,Black Crows,SHOW,2017,33,"drama, war, thriller","SA, SY, AE",5.3,308.0,4.802,8.0,,
ts84932,Super Drags,SHOW,2018,25,"animation, comedy, fantasy",BR,5.4,1753.0,2.315,5.3,"1004167, 1004173, 985299, 994845, 994846",
ts84038,Battlefish,SHOW,2018,43,"documentation, reality",US,7.1,428.0,2.638,7.8,,
