id,title,type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actor_ids,director_ids
ts38770,Lady Dynamite,SHOW,2016,30,"drama, comedy",US,7.3,3693.0,6.236,7.4,"17538, 26691, 12487, 19658, 33101, 1942",
tm135543,By the Sea,MOVIE,2015,122,"drama, romance, european","US, FR, MT",5.3,20541.0,10.203,5.6,"90121, 55710, 115490, 115491, 115492, 115493, 115238, 115494, 115495, 115496, 115497, 115498, 16684, 115500, 115499, 40653, 3680, 2929, 5108, 60030",5108
tm239683,Team Foxcatcher,MOVIE,2016,91,"documentation, crime, history, sport",US,7.3,6572.0,6.08,7.1,"1718895, 1718992, 75927, 75928, 936473, 1759675",75929
ts42257,Signal,SHOW,2016,71,"crime, thriller, drama, fantasy, scifi",KR,8.5,6659.0,9.477,8.1,"182413, 395277, 276367, 100113, 725011, 909480, 38443, 157872, 6323, 75459, 183113, 101835, 847052, 130252, 928593, 835436, 60401, 62450, 931313",688104
ts52829,Paranoid,SHOW,2016,44,"thriller, crime, drama, european",GB,6.6,8585.0,7.738,6.6,"4576, 84690, 26261, 65656, 51646",
tm214825,The Ridiculous 6,MOVIE,2015,119,"western, comedy, action",US,4.8,47935.0,40.711,5.152,"1538, 8707, 8708, 1006085, 8711, 2317, 2327, 8472, 5145, 5146, 3739, 2329, 1183, 160, 28191, 2338, 946209, 22692, 5156, 24486, 5158, 2336, 5157, 2346, 1666467, 917037, 2350, 1199, 1173297, 1586, 22840, 2364, 18238, 18241, 15174, 19659, 3664, 120657, 120658, 369875, 28372, 31957, 839381, 4569, 18523, 79452, 79453, 26075, 3935, 79455, 15713, 79456, 79457, 79459, 79461, 79462, 79463, 2281, 6506, 79466, 79467, 79469, 79470, 6122, 79472, 79473, 79474, 79475, 79471, 79477, 6646, 239475, 79482, 664827, 79485, 79486",1556
tm242736,Bo Burnham: Make Happy,MOVIE,2016,60,"comedy, music, documentation",US,8.4,14356.0,8.245,8.2,"35074, 308","118027, 308"
ts42022,El marginal,SHOW,2016,54,"drama, crime, thriller, action",AR,8.1,4047.0,94.391,8.2,"949154, 243462, 202311, 135338, 246316, 246318, 246319",
ts37944,A Very Secret Service,SHOW,2015,27,"comedy, european",FR,7.7,3574.0,9.227,7.5,"121088, 121089, 121090, 121092, 777412, 61158, 23423, 2667, 34799, 55920, 590583, 121087",97098
tm239707,The Do-Over,MOVIE,2016,108,"action, comedy",US,5.7,46260.0,11.466,5.672,"124932, 124933, 124934, 124935, 124936, 124937, 124938, 2317, 124941, 11409, 2327, 2329, 9241, 5146, 2330, 9375, 5409, 2338, 9251, 5157, 2857, 2346, 36907, 2350, 56242, 2364, 18238, 32064, 120654, 120655, 120656, 120657, 120658, 120659, 17124, 108522, 108523, 108524, 108525, 108526, 108527, 108528, 81137, 2167",24221
tm136061,Suffragette,MOVIE,2015,106,"drama, history","GB, FR",6.9,41983.0,12.013,7.3,"138897, 589343, 200479, 200480, 597924, 4264, 8105, 6956, 7725, 65969, 18481, 51771, 6716, 96704, 4294, 4296, 80588, 80589, 49359, 130776, 4825, 52836, 33896, 1509739, 2932",68846
tm239733,Headshot,MOVIE,2016,117,"thriller, action, drama",ID,6.3,14824.0,19.074,6.5,"89729, 18436, 141349, 293542, 820614, 236520, 248520, 703018, 287487, 434614, 107837, 289150, 89727","29171, 29156"
ts38568,Flaked,SHOW,2016,33,"comedy, drama, romance",US,7.2,11474.0,8.853,6.9,"4880, 79133, 92862, 92863",
tm142881,Jem and the Holograms,MOVIE,2015,118,"fantasy, music, romance, scifi, drama, family",US,4.1,7867.0,9.666,5.5,"81280, 81282, 82692, 82693, 82694, 82695, 31108, 82698, 82699, 82700, 12429, 82701, 82702, 82703, 20242, 70681, 23977, 9774, 14512, 56886, 13239, 2232, 61, 3901, 2625, 13513, 30168, 38104, 614746, 11615, 1120, 13796, 5116",46275
ts37779,Danger Mouse,SHOW,2015,12,"comedy, action, crime, family, fantasy, scifi, animation, european",GB,7.2,587.0,6.326,7.6,"356674, 326, 26438, 20328, 16073, 4523, 5807, 84535, 4955, 29975, 135614",
tm232953,Sleight,MOVIE,2016,89,"drama, thriller, action, scifi, crime",US,5.9,8644.0,5.226,5.4,"25234, 206355, 1036435, 1831628, 85143, 26649, 82462, 125987, 18726, 204723, 235581, 235582, 235583, 235584, 235585, 206529, 235587, 235588, 235589, 235590, 235591, 160200, 235592, 235594, 235593, 235595, 2381, 235596, 235599, 235597, 235601, 235598, 235600, 235602, 235604, 235603, 235605, 235606, 235607, 235608, 120797, 207842, 87659, 230975, 76667",235609
tm193125,Hot Girls Wanted,MOVIE,2015,84,documentation,US,6.1,17557.0,37.12,5.914,"750690, 2218149, 38663, 38664, 38665, 1187660, 960108, 630392, 831612, 741777, 2218195, 777044, 909814, 762395, 1276089, 313627, 1007420","38666, 38669"
tm244507,The Distinguished Citizen,MOVIE,2016,118,"drama, comedy, european","ES, AR",7.5,11876.0,8.804,7.3,"163994, 321454, 870575, 129200, 870577, 870579, 870580, 870583, 870584, 870585, 870587, 870588, 870589, 870590, 126798, 958289, 270550, 232180, 232181, 232182, 232183, 232184","164040, 164039"
tm134516,"Crouching Tiger, Hidden Dragon: Sword of Destiny",MOVIE,2016,103,"drama, action, fantasy",CN,6.1,19500.0,21.103,6.1,"6663, 6664, 6665, 6666, 6667, 6668, 6669, 6670, 6671, 6672, 6673, 6674, 6675, 1422446, 5845, 1422859",6676
ts52981,White Rabbit Project,SHOW,2016,48,reality,US,6.9,1667.0,3.977,6.9,"87896, 87894, 87895",
tm270504,Mindhorn,MOVIE,2016,89,"comedy, thriller",GB,6.3,12737.0,8.406,6.1,"1539, 50708, 15770, 246299, 12063, 589602, 28603, 638911, 16065, 589128, 144072, 10066, 5204, 443476, 589786, 695787, 12395, 695788, 598252, 2543, 49394, 594930, 11378, 18678",443476
ts41258,Cinderella and Four Knights,SHOW,2016,61,"drama, family, comedy, romance",KR,7.4,3943.0,34.735,7.3,"242918, 175754, 195022, 99057, 228466, 95603, 33682, 182520, 105244, 96031",235981
tm244880,I Am the Pretty Thing That Lives in the House,MOVIE,2016,89,"horror, thriller, drama","CA, US",4.6,14580.0,9.719,4.4,"1304670, 106862, 690286, 27634, 2018264, 216, 180441, 589243, 40446",7431
tm233317,Pee-wee's Big Holiday,MOVIE,2016,90,"action, comedy, family",US,6.1,8064.0,10.884,6.2,"3072, 1020933, 1197, 33711, 906, 11787, 11789, 12046, 62096, 45585, 35731, 11284, 1182119, 33704, 92712, 1182121, 33707, 33705, 33708, 33709, 33710, 33712, 33713, 33714, 33715, 33716, 6581, 80950, 15159, 33720, 33717, 33718, 33719, 33721, 33725, 33722, 1182135, 33724, 1182141, 33723, 11076, 781739, 876745, 17748, 18773, 219, 25308, 1182134, 80358, 26470, 1994727, 261095, 752360, 829162, 7476, 33706, 3698, 1126259, 33650, 913394, 316663, 424188, 11007",94640
tm205333,You're My Boss,MOVIE,2015,116,"comedy, romance",PH,6.3,278.0,1.899,8.1,"70055, 158351, 158352, 140444, 158353, 158354, 158355, 158356, 158357, 158358, 206514, 58844, 590046",158359
ts43209,The Cuba Libre Story,SHOW,2015,45,"documentation, history, european",DE,7.6,1649.0,3.412,6.8,955640,"158104, 955740, 956214"
tm233533,White Girl,MOVIE,2016,88,"drama, horror, crime",US,5.7,10646.0,17.731,5.7,,1148904
ts55365,The Haunted House,SHOW,2016,25,"thriller, horror, animation, comedy, drama, family, fantasy",KR,8.3,83.0,40.65,10.0,,730099
tm138672,Frank & Lola,MOVIE,2016,88,"drama, romance, crime, thriller",US,5.9,6083.0,10.404,5.6,"9862, 42516, 2032035, 53286, 224937, 27692, 5428, 28981, 40250, 18753, 44482, 18635, 10062, 595542, 595543, 595544, 190560, 274273, 81395, 1525",233637
ts36630,Dinotrux,SHOW,2015,23,"action, comedy, family, animation",US,6.7,465.0,8.914,7.4,"1190721, 25157, 17511, 63401, 34837, 34966, 44855, 34841",
ts41995,Zumbo's Just Desserts,SHOW,2016,50,reality,AU,6.9,2177.0,5.174,6.1,"645121, 867258, 867252",
tm245378,Barry,MOVIE,2016,104,drama,US,5.9,7212.0,5.957,5.8,"234755, 608261, 13573, 160519, 30984, 10121, 24842, 484111, 238227, 238228, 238229, 238230, 238231, 3869, 227613, 7328, 35755, 608253, 9913, 77116, 54589, 608198, 608199, 608201, 12490, 608202, 43851, 608203, 31694, 608208, 608210, 608211, 15830, 9558, 100448, 2402, 27367, 15471, 401011, 110837, 608248, 608249, 608250, 608251, 1917, 608255",76554
tm221225,David Brent: Life on the Road,MOVIE,2016,96,"comedy, music, action",GB,6.3,20005.0,8.871,6.135,"76289, 3588, 105093, 200333, 8718, 142866, 125847, 317209, 24345, 239134, 205474, 126510, 121146, 275396, 2130, 589657, 282339, 13158, 116331, 112876, 84078, 592495, 592496, 592497, 4859",8718
ts39017,Dawn of the Croods,SHOW,2015,23,"action, comedy, family, animation",US,5.8,723.0,27.252,7.7,"8544, 25157, 5482, 99726, 274780, 14142",
ts11670,The Adventures of Puss in Boots,SHOW,2015,23,"comedy, family, animation, action, fantasy, western",US,6.6,1726.0,22.766,6.9,"3525, 17288, 91022, 59507, 25752, 14142",
ts76079,Grizzy & the Lemmings,SHOW,2016,7,"animation, comedy, family, european",FR,7.1,599.0,23.688,8.3,"264664, 1161051, 1461797",
tm157283,Güeros,MOVIE,2015,106,"drama, comedy",MX,7.4,4275.0,7.65,7.5,"127234, 127235, 127236, 127237, 127238, 127239, 127240, 48554, 1167210, 113075, 19317, 26298, 27",127239
tm211302,Front Cover,MOVIE,2016,87,"drama, romance, comedy",US,6.4,1059.0,3.39,6.4,"23431, 435689, 211566, 595632, 663856, 595633, 83539, 15220, 207189",251365
ts43272,Terrace House: Boys & Girls in the City,SHOW,2015,29,"reality, drama",JP,8.1,1663.0,5.125,8.1,"247973, 285096, 603919, 603920, 72848, 608885, 252607",
tm253080,Rocco,MOVIE,2016,105,"documentation, european",FR,5.7,3998.0,21.008,5.6,"607681, 770820, 694663, 639433, 251690, 672683, 303181, 756685, 406319, 92272, 849741, 897848, 61939, 740976, 406326, 1412792, 595644, 702717","257208, 257209"
ts36547,Club de Cuervos,SHOW,2015,46,"drama, comedy",MX,8.2,5586.0,25.34,8.4,"127235, 941960, 589291, 48557, 1879597, 61106, 832626, 230580, 99063, 99064, 52859",
ts56748,T@gged,SHOW,2016,21,"drama, thriller, reality",US,7.1,2077.0,11.589,8.0,"2442050, 209151, 1296902, 54249, 61964, 228686, 9807, 287951, 49936, 37812, 726134, 85471",
tm139194,Ratchet & Clank,MOVIE,2016,94,"animation, family, action, comedy, scifi, fantasy","CA, US",5.5,10919.0,22.825,5.8,"18054, 5128, 38412, 58893, 5649, 34966, 5271, 5786, 1384486, 1076, 5429, 27834, 1306170, 35261, 2640, 1667026, 24531, 24532, 12376, 3180, 181869, 1809268, 3063, 24442","35464, 97902"
ts53155,Crazyhead,SHOW,2016,43,"comedy, horror, scifi, european",GB,7.2,5024.0,6.442,6.7,"87809, 2149, 12902, 92464, 1969, 122421, 67133",
tm238748,The Darkness,MOVIE,2016,92,"thriller, horror",US,4.5,16090.0,14.347,4.8,"54912, 4034, 17124, 5733, 8932, 4999, 231273, 12874, 2442, 21868, 123603, 6198, 19894, 8763, 62266, 2427",53471
ts42127,The Windsors,SHOW,2016,27,comedy,GB,7.1,2677.0,4.763,7.3,"74272, 114247, 62279, 114736, 19155, 205275",
ts41883,The K2,SHOW,2016,65,"action, drama, war, romance, thriller",KR,7.8,6194.0,27.411,7.4,"100704, 148228, 91527, 12233, 134033, 188627, 58901, 94717",1121877
tm233544,Marco Polo: One Hundred Eyes,MOVIE,2015,28,"action, drama, history",US,7.8,10742.0,6.475,7.3,"5089, 17516, 5845, 48575",48576
ts42628,Netflix Presents: The Characters,SHOW,2016,33,comedy,US,5.2,861.0,4.376,5.2,"18114, 206665, 591824, 232374, 1467037",
ts37804,W/ Bob & David,SHOW,2015,35,comedy,US,7.4,4160.0,4.117,6.8,"13233, 1309","85777, 85778"
ts56674,The Mr. Peabody & Sherman Show,SHOW,2015,23,"animation, scifi, comedy, family, history",US,5.6,442.0,5.557,7.4,"12770, 8707, 1073703, 6033, 94487",
ts35406,Between,SHOW,2015,25,"scifi, thriller, drama",CA,5.9,9172.0,13.581,5.7,"79968, 48272, 78868, 31734, 55674, 85755, 85756",14892
ts41253,Love O2O,SHOW,2016,45,"drama, romance",CN,7.9,2585.0,27.228,6.1,"597313, 729249, 703395, 840004, 656296, 182317, 602477, 126992, 924505, 952572",661319
ts54110,Puffin Rock,SHOW,2015,11,"comedy, animation, family, european",IE,8.6,919.0,3.171,8.0,,
ts77654,Care Bears and Cousins,SHOW,2015,22,animation,US,6.8,83.0,3.153,9.2,,
tm244134,Tramps,MOVIE,2016,82,"comedy, romance, documentation, european",US,6.5,5605.0,8.491,6.1,"230016, 49185, 230018, 230019, 676738, 319874, 1081207, 77968, 237361, 732275, 8117, 970198, 66263, 93209, 230011, 230012, 4701, 230015",230017
ts79799,Dragons: Race to the Edge,SHOW,2015,22,"scifi, family, animation, action, comedy, fantasy, drama",US,8.2,6376.0,52.569,8.2,"6889, 3753, 6748, 6887",
tm233616,LEGO Marvel Super Heroes: Avengers Reassembled!,MOVIE,2015,22,"family, animation, action, comedy, scifi",US,6.1,862.0,16.252,6.5,"250880, 27713, 18052, 3525, 28452, 6821, 37296, 14963, 404, 76505, 63319, 12025, 126651, 3612, 22044",55370
tm244381,Marauders,MOVIE,2016,107,"crime, thriller, action",CA,5.5,21929.0,17.087,5.8,"17157, 15110, 17159, 76296, 4117, 15127, 688025, 76578, 18979, 631204, 18986, 18989, 1274029, 670003, 24501, 387639, 603079, 211147, 1230, 631246, 694866, 694868, 13144, 694877, 694878, 21344, 79328, 4340",17162
ts54028,Case,SHOW,2015,46,"drama, crime, thriller",IS,7.0,2755.0,3.389,7.3,"280072, 233099, 731085, 731086, 355151, 148750, 56822, 420828, 108093",160998
ts38230,The Method,SHOW,2015,51,"crime, drama, thriller",RU,7.4,2784.0,6.577,7.8,"171521, 137121, 230659, 336513, 2790, 248202, 237420, 247344, 874711, 5112",
tm238661,Special Correspondents,MOVIE,2016,100,comedy,"CA, GB, US",5.8,24129.0,10.794,5.7,"86659, 5509, 33033, 8718, 44945, 264730, 309786, 687516, 136094, 66337, 193705, 17450, 14145, 11203, 8391, 7369, 43083, 973525, 973528, 57945, 8801, 6889, 11504, 628859",8718
ts56032,La Niña,SHOW,2016,0,"action, drama",CO,8.4,649.0,23.759,7.7,"590469, 378137, 654793, 173009, 401014, 336823, 255481, 31903",
tm244915,Baaghi,MOVIE,2016,133,"romance, action, thriller",IN,5.3,8994.0,16.534,6.4,"235209, 1837549, 56782, 38638, 185843, 61715, 953204, 818644, 118807, 68088, 64477, 12543",48010
ts128895,Midnight Diner: Tokyo Stories,SHOW,2016,25,drama,JP,8.4,4149.0,11.357,7.7,75700,
tm219276,Tallulah,MOVIE,2016,111,"drama, comedy, romance",US,6.7,20208.0,7.195,6.8,"2817, 17670, 231690, 96652, 191254, 674582, 79645, 23470, 232242, 232243, 232244, 232246, 232247, 232248, 63290, 232250, 971067, 971072, 971073, 25797, 5449, 232522, 9558, 24794, 2421979, 26721, 6378, 8562, 2806, 2296",232251
ts58068,Inside the World's Toughest Prisons,SHOW,2016,48,"crime, documentation",GB,7.1,2747.0,5.099,7.5,"1016683, 921231",
ts37896,Conspiracy,SHOW,2015,43,"history, documentation, european",GB,6.2,379.0,2.421,5.8,27664,
tm316731,Bert Kreischer: The Machine,MOVIE,2016,70,comedy,US,7.6,1555.0,2.92,7.7,122225,159658
ts43230,The Deep,SHOW,2015,22,"action, family, scifi, animation",AU,7.8,667.0,13.096,7.8,"1076, 34837, 34965, 5271, 10874",
ts76092,Rosario Tijeras,SHOW,2016,45,"drama, action, crime, romance, thriller",MX,6.1,340.0,293.969,7.4,254614,
tm247642,Amanda Knox,MOVIE,2016,92,"documentation, crime, european","DK, US",6.9,24488.0,8.847,6.7,"2497, 43107, 595754, 938634, 595756, 938635, 595758, 595755, 595757, 1273950, 938685, 938686","167873, 241156"
ts35596,Bella and the Bulldogs,SHOW,2015,23,"comedy, family, sport",US,4.9,2255.0,12.273,7.9,"163, 125337, 89849, 89850, 89852, 89853",
tm138792,Results,MOVIE,2015,105,"comedy, romance",US,5.4,7140.0,6.672,5.0,"8960, 15933, 6693, 26471, 26472, 26473, 3085, 10166, 5080, 1853, 782335",26474
tm244052,Sebastian Maniscalco: Why Would You Do That?,MOVIE,2016,63,comedy,US,7.4,1100.0,2.615,7.8,111197,426253
ts42260,Chelsea Does,SHOW,2016,70,documentation,US,7.3,2476.0,3.273,6.5,26206,
tm123789,The Young Messiah,MOVIE,2016,120,"history, drama, fantasy",US,5.6,3576.0,22.159,6.3,"2323, 31001, 57246, 4644, 71501, 4437, 8029, 82273, 98531, 98532, 98533, 98534, 98535, 98536, 28140, 589168, 18164, 13172, 9983",31601
ts86021,Molang,SHOW,2015,3,"animation, comedy, family, european",FR,8.3,367.0,9.07,8.0,,
ts55559,Ask the Storybots,SHOW,2016,26,"animation, comedy, family",US,8.4,878.0,7.471,8.4,"1027, 6821, 729609, 638936, 42301, 2174",
tm219173,Term Life,MOVIE,2016,93,"thriller, drama, action, crime",US,5.5,8030.0,16.084,5.9,"10373, 6790, 9737, 2702, 89744, 1681, 7578, 97690, 93602, 275492, 929191, 11952, 461233, 3893, 7096, 17852, 91453, 5441, 3273, 302676, 211159, 24792, 1372, 6109, 3804, 595172, 5862, 56167, 7917, 7155, 4084, 18548, 83326",14261
tm208903,For the Love of Spock,MOVIE,2016,105,documentation,"US, CA",7.6,4349.0,8.63,7.5,"3457, 83983, 47260, 14494, 6690, 234277, 5671, 250027, 13484, 61869, 319150, 12464, 90807, 3385, 3263, 7368, 11464, 30152, 227403, 3532, 15693, 15694, 1004874, 12881, 17490, 110040, 6378",227403
tm229542,John Mulaney: The Comeback Kid,MOVIE,2015,62,"comedy, documentation",US,7.9,8595.0,4.784,7.8,56951,26922
tm211510,Incarnate,MOVIE,2016,19,"horror, thriller",US,5.2,13090.0,14.911,5.4,"12289, 26370, 158979, 158978, 12813, 425232, 23186, 983314, 9753, 116508, 9118, 17580, 5560, 202168, 62266, 436802, 2643, 16981, 12641, 3327, 73577, 1168242, 1919",2656
tm205870,Message from the King,MOVIE,2016,102,"thriller, action, crime, drama, european",FR,6.4,16513.0,15.381,6.2,"226816, 54529, 332292, 236932, 2694, 17156, 26119, 1865224, 1864843, 9872, 9745, 589336, 80155, 1178783, 21414, 36140, 315186, 409142, 76856, 31556, 1223, 117706, 881485, 47706, 1865437, 4446, 9700, 92388, 280807, 32108, 423155, 1141, 1864693, 890, 2429, 225407",127266
ts38512,Cooked,SHOW,2016,53,documentation,US,7.6,43.0,3.188,7.5,40853,"25545, 50931"
ts54100,World of Winx,SHOW,2016,24,"action, fantasy, animation, comedy, family, european","US, IT",6.6,727.0,6.824,8.2,,
ts35360,Inspector Gadget,SHOW,2015,22,"action, scifi, animation, comedy, family","CA, US",4.5,625.0,10.856,6.9,"36403, 114387, 20372, 82452, 114388",
ts38757,Kong: King of the Apes,SHOW,2016,21,"animation, family, scifi, action, comedy",US,5.8,331.0,13.218,6.5,"37939, 1076, 24531, 439, 10874",
ts43119,Real Rob,SHOW,2015,31,comedy,US,6.3,2857.0,6.43,6.2,"8472, 309792, 263338, 309789",
ts53106,Tokyo Trial,SHOW,2016,48,"drama, history","JP, US",7.4,1544.0,5.247,6.9,"42914, 74371, 5314, 18757, 322762, 5580, 597836, 1421, 4047, 56912, 6905, 83866, 64059, 11225, 36541","52185, 332758"
tm271070,The Warriors Gate,MOVIE,2016,108,"action, family, fantasy, comedy, european","CN, FR, CA",5.4,5098.0,15.133,6.7,"200800, 251071, 76578, 12543, 99873, 8775, 39327, 946631, 602826, 72082, 36788, 39860, 17940, 29529, 27870, 287",26447
ts38805,Beat Bugs,SHOW,2016,15,"family, animation, comedy, fantasy",AU,7.6,524.0,6.682,6.6,"48101, 34837, 131545, 131546, 24443",
tm214085,Tig,MOVIE,2015,95,documentation,US,7.4,2691.0,5.984,7.2,"65760, 17538, 25510, 25512, 2539, 12204","65761, 65762"
ts75829,Lego Bionicle: The Journey to One,SHOW,2016,20,"action, fantasy, scifi, animation",US,5.4,177.0,7.108,7.3,,
ts42075,Intersection,SHOW,2016,107,drama,TR,6.5,1221.0,15.226,5.7,"253153, 176452, 278149, 253156, 353054, 253136, 124342, 160763, 32124, 253149, 253150",
ts42038,No Tomorrow,SHOW,2016,47,"comedy, drama, romance, thriller",US,7.1,5137.0,7.687,6.3,"34949, 98798, 96755, 97310, 103615",
tm218052,Drishyam,MOVIE,2015,163,"thriller, crime, drama",IN,8.2,80320.0,9.208,7.9,"194817, 1086116, 64201, 339250, 4051, 1952275, 643891, 253174, 74173, 1130302, 74175",211329
tm248010,Taxi Driver,MOVIE,2015,100,"comedy, crime, drama",NG,6.0,69.0,1.191,5.3,"1602002, 678923",260412
ts51368,Skylanders Academy,SHOW,2016,23,"action, animation, comedy, family, fantasy",US,6.5,760.0,14.848,6.1,"10373, 19691, 12172, 21966, 5428, 26676",
tm267135,The Dreamseller,MOVIE,2016,96,drama,BR,6.0,1468.0,11.071,6.5,"162818, 127363, 692234, 248843, 848141, 1115664, 1004436, 1439765, 171799, 1439770, 266012, 406303, 1045281, 1439778, 840615, 1439784, 768938, 693292, 718895, 589872, 589873, 589875, 965814, 692922, 1115708, 1115709, 54849, 251329, 1416266, 740939, 805203, 1147480, 280538, 1439834, 1056348, 1004379, 1439836, 845413, 126822, 1045222, 883432, 687209, 649070, 1033711, 170618",284591
ts74753,Tales by Light,SHOW,2015,28,documentation,AU,8.3,1916.0,3.565,7.9,"732161, 732162, 1029876, 732253, 732158",732150
tm246870,Lavender,MOVIE,2016,92,"drama, thriller","US, CA",5.3,7138.0,11.319,5.7,"589505, 33039, 1325487, 6484, 5428, 10360, 245084, 245085, 245086",53530
tm245235,Ali Wong: Baby Cobra,MOVIE,2016,60,comedy,US,7.5,6988.0,6.367,7.3,19822,66544
tm235405,Hyena Road,MOVIE,2015,120,"drama, thriller, war, action",CA,6.5,7839.0,9.363,6.7,"1891, 1892, 24240, 24241, 24242, 24243, 24244, 24245, 10263",1892
tm218186,Septembers of Shiraz,MOVIE,2015,110,"drama, thriller, western",US,7.9,38.0,8.065,5.7,"4612, 12037, 232198, 49668, 735625, 735627, 50705, 76818, 102177, 48931, 687272, 735531, 291885, 735533, 823, 113979, 288194, 965, 26183, 719, 33879, 14680, 74842, 21222, 78068, 23162",124153
tm228242,A Very Murray Christmas,MOVIE,2015,56,"comedy, music",US,5.5,15455.0,9.185,5.3,"44864, 15235, 10569, 4618, 11691, 1676, 12176, 9233, 2163, 15380, 21715, 27603, 10942, 44863",4921
tm244513,Divines,MOVIE,2016,105,"drama, crime, european","FR, QA",7.4,9821.0,9.632,7.763,"1380706, 270666, 468971, 71182, 232212, 232213, 232214, 232216, 370170, 73724",232217
ts39014,Kuromukuro,SHOW,2016,24,"comedy, drama, animation, action, scifi",JP,7.2,1290.0,6.887,6.7,"127119, 853520, 97298, 35990, 103208, 2019371, 235441, 1176369, 30776, 104121, 1174077, 90689, 589639, 330, 354385, 210, 453970, 94292, 104926, 253795, 97892, 59886, 2019452, 96758, 11256, 378, 105212, 1278077, 382, 4607",
tm232954,Audrie & Daisy,MOVIE,2016,95,"documentation, crime",US,7.2,6602.0,5.6,7.2,"592960, 592961, 592962, 592959","232480, 147323"
ts41948,Hip Hop Evolution,SHOW,2016,45,"documentation, music",CA,8.4,5772.0,4.48,7.8,"211607, 684938, 234615, 9083, 28156",
ts54156,Chef's Table: France,SHOW,2016,46,documentation,US,8.2,1734.0,4.096,8.6,,
ts36740,Project Mc²,SHOW,2015,25,family,US,5.8,1026.0,5.445,8.1,"140440, 112371, 118709, 68071",
tm239290,Always Be My Maybe,MOVIE,2016,112,"comedy, romance",PH,6.6,379.0,2.434,7.3,"171497, 175831, 140362, 148043, 148493, 189486, 244429, 145648, 58833, 206514, 225643, 143447, 178999, 1085082, 168347, 174557, 242654",192301
tm290444,Pandora,MOVIE,2016,136,"thriller, drama, action",KR,6.6,7416.0,27.496,7.5,"59653, 175621, 278409, 89997, 32017, 177947, 691485, 123808, 71075, 45349, 425, 252459, 1077562, 135620, 1767365, 862154, 1238354, 117080, 57309, 232936, 103154, 72819",299370
ts41899,Nightmare Teacher,SHOW,2016,16,"drama, horror, thriller",KR,7.1,446.0,5.677,8.4,"228609, 228610, 228611, 11813, 100165, 228613, 228616, 228614, 228615, 117081, 98235",1180811
tm225693,Keith Richards: Under the Influence,MOVIE,2015,82,"documentation, music",US,7.1,3383.0,5.383,6.7,"18496, 30764, 28528, 65010, 65011",55874
tm267429,"Surviving Compton: Dre, Suge and Michel'le",MOVIE,2016,87,"drama, documentation",US,6.5,718.0,2.138,6.1,"116288, 27012, 103974, 1274029, 910, 595483, 595484, 595485, 595486, 595487",595488
tm272413,Colin Quinn: The New York Story,MOVIE,2016,62,comedy,US,6.9,1001.0,2.917,6.3,17349,32954
ts43501,Secrets of Great British Castles,SHOW,2015,44,"documentation, history, european",GB,7.8,1060.0,3.459,7.3,318034,
tm138584,Hawaizaada,MOVIE,2015,157,"history, drama, fantasy",IN,5.5,1942.0,3.027,6.0,"91078, 67145, 1926864, 63667, 265114, 178236",68239
ts56221,Rainbow Ruby,SHOW,2016,12,"family, fantasy, animation, comedy",CN,6.6,80.0,12.713,10.0,,2004974
tm225275,Riot,MOVIE,2015,88,action,US,5.1,3369.0,12.429,5.8,"701955, 6930, 1997202, 936852, 936854, 102044, 250281, 697004, 887340, 391486, 1414603, 48730, 93150, 90214, 52328, 1997038, 227824, 105586, 50935, 1997181, 50942",50943
ts81483,Simon,SHOW,2016,5,"comedy, family, animation",FR,7.0,129.0,3.507,9.5,,
ts35463,Richie Rich,SHOW,2015,23,comedy,US,3.0,1073.0,9.491,6.5,"8000, 98310, 101352, 101353, 31114, 55794",
tm209950,Kevin Hart: What Now?,MOVIE,2016,96,"comedy, documentation",US,5.9,9501.0,10.176,6.5,"3104, 9733, 3782, 8531, 51573, 2809, 1854","51574, 9103"
tm308241,Legends of the Hidden Temple,MOVIE,2016,68,"action, family",US,5.6,921.0,3.528,6.7,"756544, 18723, 101028, 402371, 116038, 13992, 9743, 589104, 6034, 1204, 70680, 1481721, 595128",50883
ts38764,Marseille,SHOW,2016,42,"drama, european",FR,6.8,5163.0,8.888,6.6,"1563273, 36282, 285260, 72949",
tm213681,Veteran,MOVIE,2015,119,"comedy, crime, action, thriller",KR,7.0,6611.0,9.614,6.9,"44800, 44801, 1777793, 1202051, 94724, 260741, 722186, 45835, 94730, 99597, 175754, 285579, 32017, 99601, 45342, 140195, 44196, 44198, 11822, 160830, 115525, 62406, 115527, 195299, 597614, 344954",72792
tm139870,Opening Night,MOVIE,2016,90,"comedy, thriller, drama, crime, action",US,6.0,2662.0,7.809,5.9,"2090499, 651019, 108565, 3989, 22683, 235292, 5153, 2090273, 4004, 1702, 24494, 1084, 10429, 203452, 148416, 18114, 1094857, 2090325, 4954, 10972, 3936, 11746, 56932, 2090340, 1985765, 614121, 171120, 161791",242136
tm239739,Raman Raghav 2.0,MOVIE,2016,134,"crime, thriller, drama",IN,7.4,14380.0,6.61,7.1,"69506, 26948, 124582, 124583, 124584, 124585, 124586, 1014252, 592791, 592792, 592793, 592794, 592795, 592796",61026
